,brand,fuel_type,transmission_type,price_USD,mileage_kkm,year_made,engine_size
79705,83,3,3,5300,250,2004,3.2
79706,112,3,0,16290,75,2017,2.5
79707,74,0,0,17000,220,2009,3.0
79708,116,0,1,7500,270,2005,1.9
79709,74,5,0,19900,98,2013,1.6
79710,78,5,4,15700,170,2016,2.4
79712,78,0,1,8200,265,2004,2.5
79714,35,0,0,11200,137,2011,2.0
79715,74,5,0,5500,620,1999,5.0
79716,49,5,0,9600,259,2010,2.4
79717,103,5,4,3600,180,2002,0.6
79718,67,5,0,31500,23,2017,2.0
79719,74,3,0,8700,295,2002,5.0
79720,83,0,1,6200,270,2010,1.7
79721,116,5,0,10300,160,2012,2.5
79722,90,3,1,5800,180,2012,1.4
79723,11,3,0,4250,363,1996,3.5
79724,111,1,0,62000,42,2016,0.0
79725,84,0,2,10300,227,2011,1.6
79726,83,5,1,3500,250,1991,2.0
79727,83,5,1,1500,999,1990,2.0
79730,6,3,0,7500,171,2005,1.6
79731,81,5,0,8900,253,2013,2.5
79732,6,5,0,20500,68,2015,1.8
79733,74,3,0,7900,250,2004,1.8
79734,28,0,1,3300,480,2000,2.5
79735,72,3,1,6000,162,2005,1.8
79736,116,5,0,13300,135,2014,1.8
79737,83,3,0,2500,35,1999,2.0
79738,20,3,1,5850,162,2011,1.5
79739,116,5,1,3700,238,1994,1.8
79741,25,5,1,3200,121,2005,1.5
79742,74,5,0,35000,65,2013,3.5
79743,116,0,1,11250,123,2014,1.6
79744,11,5,0,32000,68,2017,2.0
79745,101,0,1,9300,213,2013,1.6
79746,116,0,1,7900,211,2000,2.5
79747,11,5,0,18000,157,2012,2.0
79748,28,5,0,25700,65,2018,3.6
79749,72,5,3,12300,125,2016,2.5
79750,22,5,0,7950,61,2012,1.4
79751,112,5,0,17172,90,2012,2.5
79752,64,5,0,27000,129,2011,5.0
79754,90,0,1,7650,241,2010,1.5
79755,48,5,0,19600,211,2008,3.7
79756,84,5,1,6700,185,2007,1.6
79757,49,0,0,12500,135,2007,2.2
79758,60,5,0,16800,126,2014,3.3
79759,128,3,1,800,90,1975,1.5
79761,112,5,0,16300,170,2016,1.8
79762,112,3,4,10250,142,2008,2.0
79763,35,5,0,11000,140,2014,2.0
79764,116,0,0,17500,241,2007,3.0
79765,84,0,1,1800,293,1995,1.9
79766,90,0,1,7200,283,2008,2.0
79767,128,5,1,720,10,1983,1.3
79768,83,0,1,10400,227,2013,2.0
79769,116,5,0,8900,158,2013,1.8
79770,112,5,1,11200,94,2013,1.3
79771,116,3,1,4300,330,2000,1.6
79772,90,0,1,5850,189,2007,1.5
79773,72,5,1,3590,210,1999,1.3
79774,67,5,0,13499,151,2008,3.5
79775,49,0,1,13350,204,2010,2.2
79776,23,3,1,7400,115,2016,0.9
79777,25,5,1,2800,106,2005,1.3
79778,46,5,0,7500,200,2007,1.8
79779,72,5,0,13700,136,2013,2.5
79780,129,3,1,2600,197,2003,2.3
79781,116,5,0,15300,59,2016,1.8
79782,6,0,0,6750,230,2003,2.5
79783,78,3,0,10500,176,2008,3.0
79784,74,5,0,7500,308,2003,1.8
79785,83,5,1,4400,180,2008,1.6
79786,6,0,0,42500,38,2017,2.0
79787,101,5,1,5100,118,2007,1.4
79788,51,5,0,20600,105,2013,3.7
79789,6,0,0,15300,279,2010,3.0
79790,130,3,1,3900,154,2012,1.5
79791,112,0,1,9500,211,2010,2.0
79792,35,5,1,2100,198,1993,1.6
79793,101,3,0,4300,265,2003,1.4
79794,6,5,0,17000,125,2014,2.0
79795,6,0,0,23199,199,2015,3.0
79796,20,5,1,7500,97,2014,1.4
79797,116,0,1,5000,270,1997,1.9
79798,83,5,1,4500,220,2003,1.6
79799,116,3,1,1960,350,1988,1.6
79800,112,3,0,27899,214,2010,4.0
79801,32,0,1,6100,230,2010,1.3
79802,22,0,2,14700,47,2018,1.6
79803,101,5,0,14400,35,2012,1.8
79804,116,3,0,14600,238,2008,3.6
79805,72,5,0,10999,82,2014,2.5
79806,11,0,0,45900,129,2014,3.0
79807,81,0,1,4000,346,2003,2.2
79808,74,3,0,14200,261,2006,4.7
79809,11,5,0,26999,37,2016,2.0
79811,101,0,1,13600,127,2016,1.6
79812,101,0,1,13600,127,2016,1.6
79813,60,0,1,13990,104,2012,1.7
79814,49,5,0,24400,22,2017,1.6
79815,6,0,0,38500,199,2016,3.0
79816,101,3,1,5000,295,2002,2.0
79817,23,5,1,3800,242,2007,1.4
79818,101,5,0,8150,239,2012,1.8
79819,6,5,0,9500,278,2008,2.0
79822,90,5,1,4350,174,2004,1.6
79823,20,3,1,6999,170,2007,2.0
79824,61,5,1,1450,650,1999,1.5
79825,103,5,0,3250,111,2000,0.6
79826,81,0,1,9500,173,2009,1.5
79827,72,5,0,22800,25,2018,2.5
79828,49,5,1,7250,124,2013,1.4
79830,101,5,1,7700,202,2008,1.8
79831,116,0,1,5150,254,2004,1.9
79832,74,5,0,11500,198,2006,3.5
79833,6,3,0,4500,227,1999,1.8
79834,116,0,1,19200,186,2016,2.0
79835,101,3,1,4000,227,1999,1.6
79836,35,4,0,21499,38,2018,2.0
79837,112,0,1,8500,240,2007,2.2
79839,116,0,1,8400,187,2011,1.6
79840,6,0,1,2600,350,1990,2.0
79841,108,5,1,9500,79,2011,1.6
79842,20,4,0,24000,41,2016,1.5
79843,6,0,0,5500,398,2002,2.5
79844,128,3,1,3500,203,2007,1.6
79845,116,0,0,16850,158,2012,2.0
79847,49,5,1,7850,183,2006,2.0
79848,81,0,1,1300,400,1991,1.9
79849,101,5,1,4300,490,2004,1.8
79850,6,0,0,16000,215,2015,2.0
79851,11,5,0,23950,138,2011,3.0
79852,74,0,1,8500,250,2005,2.2
79853,116,0,1,10200,126,2017,1.4
79854,6,5,0,83000,5,2019,3.0
79855,67,0,1,8000,201,2007,2.2
79856,74,0,0,18000,180,2007,3.0
79857,116,5,1,4500,250,2001,1.6
79859,11,5,3,26755,82,2016,2.0
79860,128,5,1,900,59,1991,1.3
79862,83,5,1,4500,377,2001,1.8
79863,35,5,1,6200,161,2010,1.4
79864,49,0,0,10650,206,2008,2.2
79865,106,5,0,7000,150,2008,1.5
79866,84,0,1,4200,210,2005,1.9
79867,116,0,1,9400,307,2010,2.0
79868,81,5,4,12850,164,2015,2.5
79869,74,5,4,9000,86,2010,1.7
79870,74,0,0,25000,129,2011,2.1
79871,84,0,1,10499,115,2017,1.6
79872,83,0,1,4200,177,2008,1.3
79873,81,5,0,8600,184,2010,1.6
79874,112,5,3,11000,235,2007,3.5
79876,112,5,1,3600,260,1998,1.6
79877,116,0,0,16999,188,2017,2.0
79878,11,0,0,41850,189,2016,3.0
79879,90,0,1,8500,150,2016,1.5
79880,116,0,1,13000,234,2016,1.6
79881,35,0,1,11000,181,2011,2.0
79882,11,0,0,10555,180,2006,3.0
79883,90,0,1,5200,250,2005,1.5
79884,22,0,1,6700,290,2008,1.6
79885,90,3,1,4900,140,2003,1.8
79886,20,5,1,5000,123,2007,1.6
79887,21,3,0,12000,178,2015,2.4
79888,74,0,3,15300,330,2012,2.14
79889,128,5,1,899,150,1988,1.5
79890,74,0,1,5850,288,2005,2.0
79891,78,0,1,8500,383,2007,2.5
79892,90,0,4,11800,127,2016,1.5
79894,81,0,1,15000,217,2014,1.6
79895,74,0,0,24900,240,2001,2.2
79897,11,5,1,14750,128,2011,3.0
79898,11,5,0,19999,98,2013,3.0
79899,20,4,0,12200,138,2012,1.4
79900,83,0,3,4700,283,2003,2.2
79901,130,5,1,800,35,2002,1.2
79902,116,0,1,2400,330,1991,1.6
79903,83,0,1,3500,360,2002,1.7
79904,6,3,1,6200,270,2002,2.0
79905,101,5,1,9600,94,2011,1.6
79906,128,3,1,750,200,1992,1.5
79907,83,0,0,12400,204,2012,2.0
79908,74,0,1,21000,248,2008,3.0
79909,84,0,1,9100,187,2015,1.6
79910,35,5,0,9990,37,2019,1.6
79911,35,0,1,6550,215,2010,1.6
79912,25,3,1,2750,400,2003,1.3
79913,116,5,1,4750,203,2002,1.4
79914,11,5,1,6000,196,2002,1.8
79915,35,5,1,6200,163,2013,1.0
79916,81,5,1,6400,187,2008,1.8
79917,81,5,0,16800,40,2018,2.0
79918,6,5,1,2450,999,1992,2.0
79919,20,3,0,4800,195,2006,1.5
79920,106,5,0,7900,115,2006,2.0
79921,20,3,0,5999,240,2011,1.5
79922,81,1,0,16900,41,2016,0.0
79923,116,5,0,11800,78,2014,1.8
79924,70,5,0,50000,59,2016,3.0
79925,11,5,0,9600,135,2010,2.0
79926,84,5,1,5200,133,2008,1.4
79927,81,0,1,12100,185,2013,1.6
79928,90,0,1,6200,180,2008,1.5
79930,129,3,1,1150,100,1981,2.4
79931,6,0,0,35900,141,2015,3.0
79932,60,3,1,11500,86,2015,1.6
79933,60,5,0,17400,42,2017,2.4
79934,106,3,4,11000,177,2010,2.5
79936,116,3,1,4400,355,1998,1.6
79937,6,3,1,2200,360,1989,2.0
79938,20,3,0,6500,160,2008,2.5
79939,78,0,0,12950,182,2011,2.2
79942,49,5,0,26399,17,2018,2.4
79943,101,5,0,11500,104,2011,1.8
79944,35,4,0,14950,77,2016,2.0
79945,116,5,0,8900,180,2009,2.0
79946,51,5,0,26850,20,2018,2.0
79947,90,0,1,8699,130,2016,1.5
79948,6,5,1,2350,321,1992,2.8
79949,116,5,0,11500,55,2015,1.8
79950,84,0,1,16200,227,2015,2.0
79951,35,5,1,11500,36,2015,1.6
79953,81,3,1,2700,320,1998,1.6
79954,51,5,0,26850,20,2018,2.0
79955,90,0,1,8699,130,2016,1.5
79956,6,5,1,2350,321,1992,2.8
79957,116,5,0,11500,55,2015,1.8
79958,84,0,1,16200,227,2015,2.0
79959,35,5,1,11500,36,2015,1.6
79961,81,3,1,2700,320,1998,1.6
79962,90,0,2,13400,164,2017,1.5
79963,46,5,0,11800,540,2009,3.5
79964,74,0,0,11500,326,2006,3.0
79965,49,3,1,10600,261,2009,2.7
79966,90,0,0,4600,240,2004,2.2
79967,20,3,1,3800,168,2007,1.5
79968,23,3,1,4850,117,2009,1.4
79969,25,3,1,3100,220,2006,1.5
79970,90,0,1,18600,200,2016,2.3
79971,108,5,1,5500,200,2008,1.3
79972,116,0,1,17800,165,2015,2.0
79973,116,0,1,12900,240,2015,1.6
79975,74,0,1,13800,220,2002,2.7
79976,35,5,0,9700,235,2013,1.5
79977,20,3,1,8300,96,2014,1.4
79978,32,0,1,6300,180,2010,1.3
79979,32,0,1,4300,230,2004,1.9
79980,11,5,0,23999,106,2014,3.0
79981,101,3,1,15900,80,2019,1.6
79982,11,5,0,7400,177,2006,2.0
79983,35,5,0,12900,76,2016,2.5
79984,77,5,0,24500,20,2017,2.0
79985,72,5,1,3300,294,1993,2.0
79986,81,5,4,22900,51,2018,2.5
79987,116,0,0,7000,300,2007,2.0
79988,119,1,0,28500,3,2020,0.0
79990,116,0,0,5750,313,2003,1.9
79991,84,3,1,6300,174,2018,1.2
79992,74,5,0,19000,132,2008,5.5
79993,72,5,3,15900,11,2018,2.5
79994,128,3,1,1800,350,2001,1.5
79995,6,5,0,34090,17,2018,2.0
79996,72,5,1,2700,382,1995,1.3
79997,32,0,1,6800,211,2010,1.6
79998,35,5,0,11950,150,2012,2.0
79999,81,5,4,16300,42,2018,2.5
80000,77,5,0,13300,125,2012,1.6
80001,74,0,1,12300,288,2007,2.2
80002,84,5,1,4200,180,2008,1.4
80003,116,5,1,4150,236,2003,2.0
80004,20,5,1,4900,281,2005,1.8
80005,20,5,1,7777,305,2007,2.4
80006,20,3,0,6299,83,2008,1.5
80007,116,5,0,8700,131,2010,2.0
80008,57,5,0,12600,110,2015,2.4
80009,22,5,1,6150,197,2007,1.79
80010,49,5,0,4200,290,2002,2.7
80012,35,5,0,16299,85,2015,2.0
80013,60,3,1,5800,145,2007,2.0
80014,21,5,0,18950,77,2017,3.6
80015,25,3,1,3300,144,2010,1.5
80016,72,0,1,6500,192,2008,2.0
80017,77,5,0,14600,66,2014,1.6
80018,83,3,1,5400,320,2007,1.8
80019,84,0,0,9500,258,2010,2.0
80020,11,0,0,7500,270,1999,2.5
80021,35,0,0,11550,132,2011,2.0
80022,128,5,1,3950,156,2007,1.7
80023,116,0,1,1450,350,1987,1.6
80025,23,0,1,9350,195,2017,1.5
80026,49,3,0,13300,121,2010,2.0
80027,72,0,1,6000,152,2006,1.6
80028,6,5,0,25500,207,2010,3.0
80029,11,0,0,16300,110,2013,2.0
80030,6,5,1,3950,250,1996,1.8
80031,81,1,0,35500,2,2020,0.0
80032,112,5,0,11499,116,2014,1.8
80033,35,5,0,9150,125,2015,2.0
80034,83,5,1,1900,350,1994,1.8
80035,20,3,1,5700,230,2006,2.0
80036,112,3,0,18700,234,2007,4.0
80037,46,3,1,8900,197,2006,2.0
80038,78,3,0,13500,95,2015,2.4
80039,35,0,1,5150,375,2006,1.6
80040,101,3,1,7500,270,2007,1.8
80041,46,5,0,13500,135,2014,2.4
80042,108,5,1,6300,130,2012,1.0
80043,130,3,1,3300,140,2013,1.3
80044,11,1,0,28670,3,2020,0.0
80045,25,3,1,2100,290,2004,1.5
80046,116,5,1,4900,254,2001,1.4
80047,74,0,1,12500,350,2007,2.2
80048,116,5,1,6700,180,2005,2.0
80049,35,5,0,16000,180,2015,2.0
80050,20,5,1,5699,85,2008,1.6
80051,117,0,1,12400,136,2013,1.6
80052,83,0,1,5000,290,2004,1.9
80054,101,0,1,13000,210,2013,2.0
80057,35,0,1,8700,190,2011,1.6
80058,11,0,0,34900,35,2016,2.0
80059,11,0,0,64000,46,2016,3.0
80060,6,0,0,9900,225,2010,1.6
80064,90,3,1,3600,326,2000,1.4
80066,116,5,0,15300,95,2015,2.0
80068,112,0,1,2500,450,1989,2.0
80070,128,5,1,1700,200,1985,1.6
80071,78,5,0,10300,126,2016,2.0
80072,6,5,0,7000,175,2005,1.8
80073,108,5,0,10000,183,2011,2.4
80074,83,5,1,4400,171,2000,1.6
80075,101,0,1,11400,128,2012,1.9
80076,112,5,0,13000,117,2014,2.5
80077,116,5,0,14200,61,2016,1.8
80078,22,0,1,6500,161,2008,1.6
80079,60,0,0,9950,130,2009,2.0
80080,25,5,1,3200,165,2007,1.3
80081,22,3,1,8300,103,2013,1.2
80082,35,0,1,12980,157,2016,2.0
80083,90,0,1,6998,226,2012,1.5
80084,105,0,1,6500,300,2009,2.0
80086,117,3,1,2500,315,1993,2.4
80087,116,0,0,34500,141,2014,3.0
80088,128,5,1,580,96,1983,1.3
80089,116,5,0,9300,114,2010,1.8
80090,11,5,3,22900,164,2013,3.0
80091,101,0,0,5000,75,2019,2.0
80092,57,0,1,12100,154,2012,2.1
80094,84,5,0,5800,160,2007,1.6
80095,11,0,0,32500,77,2014,3.0
80096,28,5,0,12199,434,2014,3.6
80097,22,0,1,4100,172,2006,1.9
80098,6,5,0,15000,139,2013,2.0
80099,67,5,0,39500,55,2016,3.5
80100,35,3,1,5999,179,2004,1.8
80101,20,3,1,4400,149,2007,1.5
80103,25,3,1,3000,216,2004,1.6
80104,74,0,0,13700,245,2008,3.0
80105,116,3,1,7500,135,2012,1.6
80106,35,5,0,8500,61,2016,1.0
80107,116,5,0,8500,318,2012,2.5
80108,90,3,1,4750,178,2007,1.6
80109,83,5,1,1200,64,1988,1.3
80110,112,4,0,9700,377,2011,1.8
80111,35,0,1,11000,320,2013,2.2
80113,46,5,4,16700,125,2014,2.4
80114,103,5,2,3000,190,1999,0.6
80115,6,0,3,10750,275,2008,2.7
80117,116,3,0,5000,330,2002,1.8
80118,81,3,1,5600,140,2008,1.6
80120,90,5,1,14100,64,2019,1.6
80121,101,5,1,3600,435,2003,1.4
80122,11,0,3,21900,196,2014,2.0
80123,90,0,2,17000,67,2017,1.5
80124,49,3,0,10300,195,2006,2.7
80125,116,5,0,16400,117,2017,1.8
80128,101,5,1,11000,200,2011,1.8
80129,101,5,1,6400,213,2008,1.8
80130,81,5,0,16900,4,2019,1.6
80131,116,0,1,8200,325,2004,1.9
80132,90,0,1,4900,257,2001,1.9
80133,74,0,3,49900,77,2015,2.1
80134,112,4,0,14999,147,2013,2.4
80135,112,5,1,5500,230,2003,1.4
80136,78,3,1,7300,151,2009,1.5
80138,35,5,0,8399,182,2014,2.0
80139,60,3,0,15555,104,2011,2.0
80140,11,3,0,4900,443,1998,5.4
80141,78,3,0,13900,169,2013,2.4
80142,116,4,0,11600,127,2015,1.4
80143,128,3,1,1500,150,1992,1.5
80145,117,5,1,1750,150,1994,1.7
80146,81,0,0,12800,144,2012,2.0
80147,74,0,1,28500,468,2013,3.0
80148,74,3,0,26500,248,2000,5.0
80149,23,3,1,8999,210,2017,1.6
80150,35,5,0,35500,24,2019,2.0
80151,84,3,1,5800,230,2012,1.6
80152,101,0,1,9900,236,2014,1.6
80154,25,5,1,2900,150,2007,1.6
80155,25,5,1,2700,76,2010,0.8
80156,35,0,1,8500,295,2007,2.4
80157,116,5,0,12800,88,2015,1.8
80158,46,4,4,7399,209,2009,1.3
80159,112,5,0,16800,120,2011,2.5
80160,101,3,1,12000,110,2012,1.6
80161,129,5,1,15000,100,1975,2.5
80162,83,5,0,3700,164,1996,2.0
80163,22,3,0,12000,83,2012,2.0
80164,117,0,1,4700,300,2001,1.9
80165,6,5,0,22000,178,2012,3.0
80166,20,3,0,6300,155,2010,1.5
80167,74,0,1,8500,300,2005,2.2
80168,116,0,1,12500,120,2014,1.6
80169,129,5,1,2500,140,2000,2.3
80170,99,5,1,4400,240,2002,1.6
80171,84,0,0,11500,145,2012,2.0
80172,116,5,1,3700,255,1998,1.6
80173,78,3,1,4300,300,2007,1.6
80175,116,0,1,7700,270,2009,1.6
80176,60,5,1,8000,130,2011,1.6
80177,20,5,1,5800,130,2008,1.5
80178,116,0,0,5200,275,2004,1.9
80179,35,5,0,22500,4,2019,2.0
80180,116,0,1,6500,270,2006,1.9
80181,117,5,1,10999,113,1987,2.3
80182,83,5,0,7450,275,2010,2.0
80184,116,0,0,7500,320,2004,2.5
80185,22,0,1,15800,230,2015,2.0
80186,116,3,1,4800,290,2000,2.0
80187,116,0,0,11000,160,2008,1.96
80189,60,1,0,12600,19,2016,0.0
80190,99,3,0,7800,190,2008,2.0
80191,90,3,1,1500,400,1990,1.7
80192,22,0,1,7100,206,2008,1.6
80193,51,5,0,19950,38,2017,2.0
80194,83,0,0,15999,91,2018,1.6
80195,101,0,1,6300,365,2009,1.9
80196,81,1,0,8200,103,2012,0.0
80197,74,5,1,5650,200,2005,1.7
80198,20,5,1,6300,180,2008,2.0
80201,19,5,1,2100,193,2008,2.0
80202,116,5,0,12200,102,2014,1.8
80205,116,5,0,15300,80,2017,1.8
80206,25,5,1,1800,300,2005,1.3
80208,11,0,0,14999,298,2013,2.0
80209,35,5,1,7999,135,2013,1.0
80212,74,0,1,10700,286,2008,2.1
80213,78,5,4,18300,9,2018,1.5
80215,116,0,0,5900,349,2008,1.9
80216,90,3,1,7300,222,2010,1.6
80217,20,5,0,12800,250,2014,3.5
80218,20,5,1,3900,255,2007,1.6
80219,101,5,0,11100,109,2013,1.4
80220,35,0,0,15800,122,2017,2.0
80221,90,0,1,8700,267,2016,1.5
80222,60,2,0,9990,190,2014,2.0
80223,90,0,1,3200,372,2008,1.5
80224,83,0,1,8800,182,2009,2.0
80225,64,0,0,18200,257,2008,3.6
80227,81,5,1,2800,300,1994,2.0
80228,83,0,1,5200,231,2006,1.7
80229,83,0,1,6300,219,2008,1.7
80230,90,0,1,9000,126,2015,1.5
80231,81,5,1,5500,226,2008,1.4
80232,64,0,0,7800,185,2005,2.0
80233,101,5,0,8000,184,2010,1.8
80234,35,0,1,7490,229,2013,1.6
80235,116,0,1,17300,272,2009,2.0
80236,116,0,1,10350,250,2013,1.6
80237,101,3,1,4900,250,2002,2.0
80238,81,3,0,12000,200,2008,2.0
80239,35,0,0,16900,182,2017,2.0
80240,6,5,1,7800,194,2007,1.6
80241,81,1,0,11200,90,2015,0.0
80242,25,3,1,2200,210,2008,1.5
80243,74,0,0,39700,143,2015,2.1
80244,20,4,0,12300,197,2012,1.4
80245,46,5,0,5500,181,2004,2.0
80246,25,3,1,1800,190,2005,1.3
80247,128,5,1,3200,181,2006,1.5
80248,72,0,1,6900,229,2006,2.0
80249,32,0,1,6100,185,2011,1.2
80250,116,1,0,20679,18,2017,0.0
80251,25,5,1,2880,123,2005,1.5
80252,90,0,1,11900,170,2017,1.5
80253,78,5,0,19700,8,2018,1.5
80254,83,0,1,8100,232,2008,2.0
80255,116,0,0,7900,228,2008,2.0
80256,35,5,0,11500,26,2018,1.6
80257,20,3,1,5100,229,2007,1.6
80258,90,0,1,9500,113,2012,1.5
80259,101,5,1,6500,327,2006,1.8
80261,83,0,1,11800,228,2014,2.0
80262,83,3,1,4800,100,2001,1.6
80263,83,5,1,3800,200,2000,1.8
80264,81,5,0,11550,88,2009,2.0
80265,116,0,0,13960,127,2012,2.0
80266,116,3,1,7900,170,2013,1.6
80267,83,5,1,6600,175,2006,1.6
80269,101,5,1,5500,230,1999,1.8
80270,32,0,1,6500,147,2013,1.3
80271,35,5,0,11690,207,2013,2.5
80272,19,3,1,4800,200,2011,1.6
80273,83,3,1,5900,185,2008,2.2
80274,35,5,1,1500,451,1987,1.5
80275,25,3,1,2700,212,2004,1.6
80276,84,0,1,5999,249,2009,1.6
80277,74,0,1,7500,350,1999,2.9
80278,112,5,2,6700,107,2007,1.6
80279,112,5,1,13500,57,2014,1.3
80280,6,5,1,3500,250,1997,1.6
80281,11,5,0,5900,212,2002,1.8
80282,57,5,0,16300,31,2018,2.4
80283,130,5,1,1100,155,1999,1.2
80284,35,5,1,4950,230,2007,1.6
80285,101,0,1,9200,250,2011,1.6
80287,117,5,0,14400,148,2014,2.0
80288,64,0,0,19000,250,2008,3.6
80289,49,5,0,15800,221,2013,3.3
80292,99,0,1,6200,286,2007,1.9
80293,90,0,1,11500,350,2014,2.0
80294,35,0,0,11999,142,2011,2.0
80295,116,0,1,16990,47,2013,2.0
80296,25,3,1,3800,179,2006,1.3
80297,90,3,0,5450,260,2005,1.6
80298,81,3,0,3500,340,2003,3.0
80301,22,5,1,4850,160,2008,1.4
80302,25,5,1,2800,113,2006,0.8
80304,130,3,1,4000,140,2013,1.5
80305,116,5,1,4300,161,1999,1.4
80306,90,0,1,10800,200,2014,1.5
80308,72,5,0,23900,115,2016,2.5
80309,116,5,0,33800,11,2019,3.6
80310,116,5,1,5900,180,2007,1.4
80312,72,0,1,12600,143,2010,2.2
80313,81,1,0,9500,145,2014,0.0
80316,116,3,0,11200,230,2012,2.5
80317,38,5,1,2850,130,2014,1.5
80318,83,3,1,1500,280,1990,1.6
80319,11,5,1,10400,180,2010,2.0
80320,112,3,1,5999,146,2006,1.6
80322,99,5,1,5700,220,2005,1.6
80323,128,5,1,2500,200,2007,1.6
80324,116,0,0,18400,162,2014,2.0
80325,83,3,0,3900,322,2002,2.5
80326,116,0,1,5900,235,2001,1.9
80327,101,3,1,6300,218,2004,1.8
80328,83,0,1,5400,210,2005,1.7
80329,74,0,1,5700,583,1997,2.3
80330,74,0,0,6900,240,2001,2.2
80331,6,0,1,4900,350,1996,2.5
80333,20,3,1,4500,278,2005,1.6
80334,116,5,1,5600,249,2004,2.0
80335,6,5,1,12100,178,2011,2.0
80336,32,0,1,7800,165,2013,1.3
80337,67,5,0,30000,124,2017,2.5
80338,84,0,0,5190,215,2007,2.0
80339,112,5,2,5800,170,2008,1.3
80340,35,5,1,6800,150,2013,2.0
80342,20,5,1,4999,160,2005,1.8
80343,78,5,1,9500,150,2008,2.0
80344,20,5,1,11500,25,2008,2.4
80345,74,0,0,13700,350,2007,2.99
80346,81,5,0,14200,111,2014,1.6
80347,51,5,0,34500,3,2019,2.0
80348,112,4,0,20700,113,2017,2.5
80349,81,3,0,8200,230,2001,3.0
80350,25,3,1,2600,200,1998,1.5
80351,49,0,1,7900,28,2012,1.6
80352,32,0,1,5200,300,2005,1.9
80353,46,3,0,5600,257,2004,1.6
80354,112,3,0,14200,178,2013,2.5
80355,51,5,0,18999,133,2012,3.5
80356,81,3,4,14500,127,2012,3.5
80357,116,5,0,9300,224,2011,2.0
80358,116,5,0,7700,183,2012,1.6
80359,117,0,0,39500,77,2018,2.0
80360,83,5,0,5900,134,2002,1.6
80361,20,5,2,22000,65,2018,2.0
80362,20,3,1,4600,200,2004,1.7
80363,22,0,1,3999,128,2012,1.3
80364,81,3,4,10300,175,2008,2.0
80365,35,5,1,11200,85,2015,2.0
80366,25,3,1,3300,10,2004,1.5
80367,78,5,1,6600,214,2009,1.5
80368,72,5,0,10400,73,2010,1.6
80369,84,0,1,7100,198,2012,1.6
80370,116,3,0,10500,177,2014,2.5
80371,116,5,1,6005,380,2000,2.0
80372,57,3,0,7500,340,1991,4.0
80374,35,5,0,8200,99,2013,1.0
80376,83,0,1,14300,202,2015,1.6
80377,81,5,0,6900,79,2012,1.2
80378,72,5,1,3000,386,1995,1.8
80379,90,5,1,5000,177,2008,1.2
80380,35,5,0,13700,117,2013,2.0
80381,99,0,1,2100,230,2001,1.9
80382,46,4,4,8300,270,2007,1.3
80384,108,3,0,9200,247,2007,2.7
80385,35,5,0,16399,120,2017,2.0
80386,128,3,1,1450,101,2004,1.5
80387,128,5,1,600,5,1986,1.5
80388,22,5,0,4600,130,2004,1.6
80389,90,5,1,5200,212,2009,1.4
80390,116,1,0,21289,18,2017,0.0
80391,15,5,0,13500,215,2015,2.0
80392,74,0,0,26900,186,2017,2.1
80393,116,5,0,28500,48,2018,2.0
80394,25,5,1,2999,184,2007,1.6
80395,46,5,0,11998,194,2008,2.4
80396,78,5,1,4100,120,2004,1.6
80397,117,3,0,4600,370,1999,1.8
80398,35,0,1,6000,210,2008,1.6
80399,22,0,1,6500,232,2009,1.6
80401,116,0,1,4700,239,2000,1.9
80402,67,5,0,18500,170,2008,4.6
80403,25,5,0,3500,139,2008,0.8
80404,6,0,1,16000,139,2008,3.0
80405,11,3,1,5400,362,2001,2.2
80406,49,0,1,9200,230,2006,2.2
80408,130,5,1,4200,67,2014,1.3
80409,11,0,3,7200,200,2000,3.0
80410,128,5,1,700,100,1975,1.3
80411,83,5,2,4950,162,2004,1.6
80412,106,3,0,9000,200,2010,2.0
80413,116,0,0,20700,165,2015,2.0
80414,101,3,1,6650,246,2007,1.6
80416,90,0,1,7750,239,2010,1.9
80417,116,0,0,6600,300,2004,1.9
80418,78,5,0,6500,119,2012,1.0
80419,112,5,0,14999,134,2017,2.5
80420,20,3,1,3800,191,2007,1.7
80422,25,3,1,2950,223,2007,1.5
80424,116,0,0,17300,37,2017,2.0
80425,81,1,0,8900,49,2014,0.0
80427,116,0,1,10500,405,2012,2.0
80428,83,0,1,10000,301,2007,2.0
80429,81,5,0,15900,80,2018,1.6
80430,83,0,1,7999,182,2013,1.7
80431,38,5,1,3998,120,2008,1.6
80432,11,0,1,9800,319,2008,2.0
80433,20,0,3,12500,148,2012,2.0
80434,25,3,1,3000,181,2010,1.5
80435,81,5,1,5300,296,2006,1.8
80436,101,5,1,8500,155,2010,1.8
80438,83,0,1,3300,308,1999,2.0
80439,116,0,0,18800,225,2018,2.0
80440,116,0,1,8000,407,2004,1.9
80441,112,0,2,8777,170,2011,1.4
80442,112,5,0,9900,89,2009,1.59
80443,90,5,0,4000,80,2011,2.0
80444,74,3,0,13500,200,2015,2.0
80445,83,0,1,6400,168,2009,1.7
80446,116,5,0,9000,200,2013,2.5
80447,20,5,1,24900,23,2016,2.0
80448,116,5,0,11999,153,2012,2.0
80449,116,5,1,1700,323,1986,1.6
80450,22,0,1,5300,215,2005,2.0
80451,81,5,1,2900,310,1995,1.6
80452,11,0,1,6300,360,2003,2.0
80453,74,5,4,5800,206,2005,1.5
80454,57,0,0,38000,53,2015,3.0
